,Unnamed: 0,up_to_middle,not_highschool_grad,high_school_grad,some_college,associate,bachelor,graduate,year,tract,county,pop_over_25
664,83.0,0.07177033492822966,0.10813397129186604,0.3885167464114833,0.16555023923444975,0.057416267942583726,0.12535885167464114,0.08325358851674641,2010,381400.0,31.0,1045.0
665,83.0,0.07177033492822966,0.10813397129186604,0.3885167464114833,0.16555023923444975,0.057416267942583726,0.12535885167464114,0.08325358851674641,2011,381400.0,31.0,1045.0
666,83.0,0.07177033492822966,0.10813397129186604,0.3885167464114833,0.16555023923444975,0.057416267942583726,0.12535885167464114,0.08325358851674641,2012,381400.0,31.0,1045.0
667,83.0,0.07177033492822966,0.10813397129186604,0.3885167464114833,0.16555023923444975,0.057416267942583726,0.12535885167464114,0.08325358851674641,2013,381400.0,31.0,1045.0
668,83.0,0.07177033492822966,0.10813397129186604,0.3885167464114833,0.16555023923444975,0.057416267942583726,0.12535885167464114,0.08325358851674641,2014,381400.0,31.0,1045.0
669,83.0,0.07177033492822966,0.10813397129186604,0.3885167464114833,0.16555023923444975,0.057416267942583726,0.12535885167464114,0.08325358851674641,2015,381400.0,31.0,1045.0
670,83.0,0.07177033492822966,0.10813397129186604,0.3885167464114833,0.16555023923444975,0.057416267942583726,0.12535885167464114,0.08325358851674641,2016,381400.0,31.0,1045.0
671,83.0,0.07177033492822966,0.10813397129186604,0.3885167464114833,0.16555023923444975,0.057416267942583726,0.12535885167464114,0.08325358851674641,2017,381400.0,31.0,1045.0
672,84.0,0.0,0.0933852140077821,0.28793774319066145,0.22178988326848248,0.3657587548638132,0.0311284046692607,0.0,2010,381500.0,31.0,257.0
673,84.0,0.0,0.0933852140077821,0.28793774319066145,0.22178988326848248,0.3657587548638132,0.0311284046692607,0.0,2011,381500.0,31.0,257.0
674,84.0,0.0,0.0933852140077821,0.28793774319066145,0.22178988326848248,0.3657587548638132,0.0311284046692607,0.0,2012,381500.0,31.0,257.0
675,84.0,0.0,0.0933852140077821,0.28793774319066145,0.22178988326848248,0.3657587548638132,0.0311284046692607,0.0,2013,381500.0,31.0,257.0
676,84.0,0.0,0.0933852140077821,0.28793774319066145,0.22178988326848248,0.3657587548638132,0.0311284046692607,0.0,2014,381500.0,31.0,257.0
677,84.0,0.0,0.0933852140077821,0.28793774319066145,0.22178988326848248,0.3657587548638132,0.0311284046692607,0.0,2015,381500.0,31.0,257.0
678,84.0,0.0,0.0933852140077821,0.28793774319066145,0.22178988326848248,0.3657587548638132,0.0311284046692607,0.0,2016,381500.0,31.0,257.0
679,84.0,0.0,0.0933852140077821,0.28793774319066145,0.22178988326848248,0.3657587548638132,0.0311284046692607,0.0,2017,381500.0,31.0,257.0
680,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,381700.0,31.0,0.0
681,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,381700.0,31.0,0.0
682,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,381700.0,31.0,0.0
683,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,381700.0,31.0,0.0
684,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,381700.0,31.0,0.0
685,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,381700.0,31.0,0.0
686,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,381700.0,31.0,0.0
687,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,381700.0,31.0,0.0
688,86.0,0.03044871794871795,0.014423076923076926,0.3798076923076923,0.2131410256410257,0.13621794871794873,0.1778846153846154,0.048076923076923066,2010,381800.0,31.0,624.0
689,86.0,0.03044871794871795,0.014423076923076926,0.3798076923076923,0.2131410256410257,0.13621794871794873,0.1778846153846154,0.048076923076923066,2011,381800.0,31.0,624.0
690,86.0,0.03044871794871795,0.014423076923076926,0.3798076923076923,0.2131410256410257,0.13621794871794873,0.1778846153846154,0.048076923076923066,2012,381800.0,31.0,624.0
691,86.0,0.03044871794871795,0.014423076923076926,0.3798076923076923,0.2131410256410257,0.13621794871794873,0.1778846153846154,0.048076923076923066,2013,381800.0,31.0,624.0
692,86.0,0.03044871794871795,0.014423076923076926,0.3798076923076923,0.2131410256410257,0.13621794871794873,0.1778846153846154,0.048076923076923066,2014,381800.0,31.0,624.0
693,86.0,0.03044871794871795,0.014423076923076926,0.3798076923076923,0.2131410256410257,0.13621794871794873,0.1778846153846154,0.048076923076923066,2015,381800.0,31.0,624.0
694,86.0,0.03044871794871795,0.014423076923076926,0.3798076923076923,0.2131410256410257,0.13621794871794873,0.1778846153846154,0.048076923076923066,2016,381800.0,31.0,624.0
695,86.0,0.03044871794871795,0.014423076923076926,0.3798076923076923,0.2131410256410257,0.13621794871794873,0.1778846153846154,0.048076923076923066,2017,381800.0,31.0,624.0
696,87.0,0.012285012285012284,0.21744471744471744,0.11425061425061425,0.22604422604422605,0.10073710073710074,0.1597051597051597,0.16953316953316955,2010,381900.0,31.0,814.0
697,87.0,0.012285012285012284,0.21744471744471744,0.11425061425061425,0.22604422604422605,0.10073710073710074,0.1597051597051597,0.16953316953316955,2011,381900.0,31.0,814.0
698,87.0,0.012285012285012284,0.21744471744471744,0.11425061425061425,0.22604422604422605,0.10073710073710074,0.1597051597051597,0.16953316953316955,2012,381900.0,31.0,814.0
699,87.0,0.012285012285012284,0.21744471744471744,0.11425061425061425,0.22604422604422605,0.10073710073710074,0.1597051597051597,0.16953316953316955,2013,381900.0,31.0,814.0
700,87.0,0.012285012285012284,0.21744471744471744,0.11425061425061425,0.22604422604422605,0.10073710073710074,0.1597051597051597,0.16953316953316955,2014,381900.0,31.0,814.0
701,87.0,0.012285012285012284,0.21744471744471744,0.11425061425061425,0.22604422604422605,0.10073710073710074,0.1597051597051597,0.16953316953316955,2015,381900.0,31.0,814.0
702,87.0,0.012285012285012284,0.21744471744471744,0.11425061425061425,0.22604422604422605,0.10073710073710074,0.1597051597051597,0.16953316953316955,2016,381900.0,31.0,814.0
