"filing_year","tract","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2014,"17031063200",29,0.970,1,0,28,1,27,2150,1,3,14,6,4,0,28,24,4,4,0,9,19,9,15,0,4,0,4,0,0,5,7,16,5,6,13,0,1,3,2,26,2,22,0,4
2014,"17031063301",10,0.640,0,1,9,2,7,3794.260,2,2,1,3,1,0,9,7,2,1,1,6,3,5,2,1,1,1,0,0,1,4,1,4,4,0,3,0,1,1,3,6,2,5,1,1
2014,"17031063302",15,0.750,1,0,14,2,12,1853,1,1,9,1,2,0,14,14,0,0,0,7,7,7,7,0,0,0,0,0,0,6,1,7,6,1,7,0,0,0,0,14,0,14,0,0
2014,"17031063303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"17031063400",6,0.710,0,0,6,1,5,1872,1,1,2,2,0,0,6,6,0,0,0,5,1,5,1,0,0,0,0,0,0,3,1,2,3,1,2,0,0,0,1,5,1,5,0,0
2014,"17031070101",5,0.310,1,1,3,0,3,2828.380,0,0,1,1,1,0,3,3,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,1,2,1,2,0,0
2014,"17031070102",11,0.820,0,0,11,5,6,1480,5,1,4,1,0,0,11,11,0,0,0,6,5,6,5,0,0,0,0,0,0,2,3,6,2,3,6,0,0,0,1,10,1,10,0,0
2014,"17031070103",5,0.450,0,0,5,0,5,1681.750,0,1,2,1,1,0,5,4,1,1,0,3,2,2,2,1,0,1,0,0,0,0,2,3,0,2,2,0,0,1,0,5,0,4,0,1
2014,"17031070200",3,0.220,1,0,2,0,2,1620,0,0,2,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0
2014,"17031070300",7,0.700,0,0,7,1,6,4540.070,1,0,1,2,3,0,7,6,1,1,0,4,3,3,3,1,0,1,0,0,0,0,1,6,0,1,5,0,0,1,0,7,0,6,0,1
2014,"17031070400",6,0.600,0,2,4,0,4,417.470,0,3,1,0,0,0,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,0,4,0,4,0,0
2014,"17031070500",3,0.490,0,0,3,0,3,2427.330,0,0,2,1,0,0,3,3,0,0,0,1,2,1,2,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,1,2,1,2,0,0
2014,"17031070600",4,1,0,0,4,1,3,2237.240,1,0,2,1,0,0,4,4,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1,3,1,3,0,0
2014,"17031070700",13,1.650,0,0,13,3,10,3038.710,3,2,1,4,3,1,12,10,3,1,2,8,5,7,3,1,2,0,1,1,1,6,1,6,6,1,3,0,0,3,0,13,0,10,0,3
2014,"17031071000",2,0.350,0,0,2,0,2,4995.250,0,0,0,1,1,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,1,0,0
2014,"17031071100",2,0.320,1,0,1,0,1,2790,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2014,"17031071200",1,0.190,0,0,1,0,1,11469.090,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
2014,"17031071300",12,1.260,1,0,11,0,11,2858.360,0,1,4,4,2,0,11,11,0,0,0,3,8,3,8,0,0,0,0,0,0,3,3,5,3,3,5,0,0,0,0,11,0,11,0,0
2014,"17031071400",19,1.010,0,0,19,2,17,3301.320,2,1,7,4,5,1,18,17,2,2,0,9,10,8,9,1,1,1,1,0,0,5,5,9,5,5,7,0,0,2,1,18,1,16,0,2
2014,"17031071500",33,1.340,2,0,31,4,27,3300,4,2,8,10,7,1,30,30,1,1,0,16,15,15,15,1,0,1,0,0,0,5,8,18,4,8,18,1,0,0,3,28,3,27,0,1
2014,"17031071600",7,2.160,0,0,7,1,6,679.280,1,3,1,2,0,0,7,7,0,0,0,4,3,4,3,0,0,0,0,0,0,4,2,1,4,2,1,0,0,0,1,6,1,6,0,0
2014,"17031071700",5,1.750,0,0,5,2,3,4619,2,0,0,2,1,0,5,3,2,2,0,1,4,0,3,1,1,1,1,0,0,0,3,2,0,3,0,0,0,2,0,5,0,3,0,2
2014,"17031071800",13,3.140,0,1,12,1,11,1415,1,4,4,1,2,0,12,9,3,3,0,2,10,1,8,1,2,1,2,0,0,1,5,6,1,5,3,0,0,3,0,12,0,9,0,3
2014,"17031080100",16,0.780,0,0,16,0,16,4596.250,0,0,5,4,7,0,16,12,4,4,0,9,7,6,6,3,1,3,1,0,0,2,4,10,2,4,6,0,0,4,0,16,0,12,0,4
2014,"17031080201",13,1.290,0,0,13,1,12,2755.910,1,0,5,3,4,1,12,12,1,1,0,5,8,4,8,1,0,1,0,0,0,3,5,5,3,5,4,0,0,1,0,13,0,12,0,1
2014,"17031080202",11,1.150,1,0,10,1,9,3655.520,1,0,1,4,4,2,8,7,3,3,0,2,8,2,5,0,3,0,3,0,0,1,2,7,1,2,4,0,0,3,2,8,2,5,0,3
2014,"17031080300",17,1.300,0,0,17,2,15,2753,2,2,4,7,2,2,15,17,0,0,0,15,2,15,2,0,0,0,0,0,0,7,1,9,7,1,9,0,0,0,1,16,1,16,0,0
2014,"17031080400",74,5.150,4,0,70,6,64,374,7,50,8,3,2,0,70,64,6,0,6,39,31,39,25,0,6,0,0,0,6,31,11,28,31,11,22,0,0,6,4,66,4,60,0,6
2014,"17031081000",76,1.800,3,0,73,7,66,1712.500,7,11,39,13,3,0,73,68,5,3,2,36,37,36,32,0,5,0,3,0,2,19,19,35,19,19,30,0,0,5,6,67,6,62,0,5
2014,"17031081100",56,2.470,5,1,50,9,41,1230,8,10,25,5,2,0,50,48,2,2,0,29,21,29,19,0,2,0,2,0,0,25,15,10,25,15,8,0,0,2,5,45,5,43,0,2
2014,"17031081201",16,1.110,3,0,13,2,11,3990.200,2,0,1,6,4,0,13,10,3,3,0,4,9,4,6,0,3,0,3,0,0,3,5,5,3,5,2,0,0,3,2,11,2,8,0,3
2014,"17031081202",12,2.380,0,0,12,1,11,5283.320,1,0,2,3,6,0,12,9,3,2,1,5,7,5,4,0,3,0,2,0,1,3,1,8,3,1,5,0,0,3,1,11,1,8,0,3
2014,"17031081300",32,2.480,2,0,30,0,30,5229.750,0,0,4,9,17,0,30,23,7,7,0,11,19,10,13,1,6,1,6,0,0,4,7,19,4,7,12,0,0,7,4,26,4,19,0,7
2014,"17031081401",16,2.090,0,0,16,3,13,2568.950,3,0,6,5,2,0,16,15,1,1,0,5,11,4,11,1,0,1,0,0,0,2,6,8,2,6,7,0,0,1,1,15,1,14,0,1
2014,"17031081402",32,1.880,1,1,30,3,27,3803.800,3,1,7,10,9,1,29,22,8,7,1,17,13,12,10,5,3,5,2,0,1,9,6,15,7,6,9,2,0,6,6,24,4,18,2,6
2014,"17031081403",35,1.090,1,1,33,2,31,3917.350,2,1,9,7,14,0,33,27,6,6,0,20,13,16,11,4,2,4,2,0,0,8,4,21,6,4,17,2,0,4,3,30,3,24,0,6
2014,"17031081500",22,1.200,0,0,22,1,21,4193.640,1,0,4,9,8,0,22,20,2,2,0,8,14,7,13,1,1,1,1,0,0,6,5,11,6,5,9,0,0,2,3,19,3,17,0,2
2014,"17031081600",22,1.180,2,1,19,1,18,4553.720,1,0,5,7,6,0,19,17,2,2,0,11,8,10,7,1,1,1,1,0,0,7,3,9,7,3,7,0,0,2,1,18,1,16,0,2
2014,"17031081700",26,1.570,1,1,24,2,22,3512.010,2,0,3,12,7,0,24,19,5,4,1,12,12,9,10,3,2,3,1,0,1,5,7,12,5,7,7,0,0,5,4,20,3,16,1,4
2014,"17031081800",40,1.920,1,0,39,5,34,4422.230,5,1,6,12,15,0,39,32,7,7,0,13,26,10,22,3,4,3,4,0,0,9,12,18,8,12,12,1,0,6,3,36,3,29,0,7
2014,"17031081900",11,3.400,1,1,9,1,8,1418,1,3,3,2,0,0,9,9,0,0,0,5,4,5,4,0,0,0,0,0,0,5,2,2,5,2,2,0,0,0,1,8,1,8,0,0
2014,"17031090100",5,2.770,1,0,4,0,4,2125,0,0,3,0,1,1,3,4,0,0,0,3,1,3,1,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,1,3,1,3,0,0
2014,"17031090200",5,0.710,0,1,4,0,4,950,0,2,1,1,0,0,4,4,0,0,0,3,1,3,1,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,4,0,4,0,0
2014,"17031090300",2,2.570,0,0,2,0,2,3004,0,0,1,1,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0
2014,"17031100100",20,2.260,3,0,17,6,11,2460,6,1,5,2,3,2,15,14,3,2,1,11,6,9,5,2,1,1,1,1,0,6,3,8,5,3,6,1,0,2,1,16,1,13,0,3
2014,"17031100200",18,2.070,1,0,17,0,17,1644.960,0,4,7,1,5,3,14,16,1,1,0,14,3,13,3,1,0,1,0,0,0,8,2,7,8,2,6,0,0,1,0,17,0,16,0,1
2014,"17031100300",1,0.120,0,0,1,0,1,9540,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2014,"17031100400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"17031100500",6,2.420,4,0,2,1,1,8375.040,1,0,0,0,1,0,2,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,2,0,1,0,1
2014,"17031100600",7,1.700,0,0,7,3,4,4275,3,0,2,0,2,0,7,6,1,1,0,6,1,6,0,0,1,0,1,0,0,4,0,3,4,0,2,0,0,1,0,7,0,6,0,1
2014,"17031100700",7,3.510,1,0,6,0,6,2949,0,0,2,2,2,1,5,5,1,1,0,4,2,4,1,0,1,0,1,0,0,3,1,2,3,1,1,0,0,1,1,5,1,4,0,1
2014,"17031110100",21,2.500,2,2,17,6,11,2295,6,2,4,4,1,2,15,13,4,4,0,10,7,8,5,2,2,2,2,0,0,5,2,10,5,2,6,0,0,4,1,16,1,12,0,4
2014,"17031110200",8,1.450,1,0,7,1,6,2125,1,0,4,2,0,0,7,5,2,2,0,3,4,2,3,1,1,1,1,0,0,2,3,2,2,3,0,0,0,2,0,7,0,5,0,2
2014,"17031110300",9,3.340,1,0,8,2,6,2350,2,1,3,2,0,1,7,7,1,1,0,6,2,5,2,1,0,1,0,0,0,4,0,4,4,0,3,0,0,1,1,7,1,6,0,1
2014,"17031110400",19,2.600,5,0,14,1,13,2400,1,3,5,2,3,3,11,12,2,2,0,10,4,10,2,0,2,0,2,0,0,10,0,4,10,0,2,0,0,2,1,13,1,11,0,2
2014,"17031110501",6,1.210,0,0,6,2,4,2500,2,1,1,1,1,3,3,5,1,1,0,5,1,4,1,1,0,1,0,0,0,4,0,2,4,0,1,0,0,1,0,6,0,5,0,1
2014,"17031110502",14,1.990,2,0,12,6,6,1835,6,1,4,0,1,5,7,11,1,1,0,3,9,2,9,1,0,1,0,0,0,1,4,7,1,4,6,0,0,1,0,12,0,11,0,1
2014,"17031120100",3,3.540,1,0,2,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0
2014,"17031120200",3,1.120,0,0,3,1,2,2225,1,1,0,1,0,0,3,3,0,0,0,2,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,3,0,3,0,0
2014,"17031120300",9,3.780,4,0,5,1,4,1775.660,1,0,3,0,1,1,4,4,1,1,0,1,4,1,3,0,1,0,1,0,0,0,1,4,0,1,3,0,0,1,0,5,0,4,0,1
2014,"17031120400",11,3.740,4,0,7,2,5,1400,2,2,3,0,0,3,4,7,0,0,0,6,1,6,1,0,0,0,0,0,0,2,0,5,2,0,5,0,0,0,2,5,2,5,0,0
2014,"17031130100",2,0.230,1,0,1,0,1,3100,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2014,"17031130200",3,1.920,1,0,2,1,1,4643.980,1,0,0,1,0,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,0
2014,"17031130300",15,1.550,2,0,13,3,10,2582,3,2,2,6,0,2,11,13,0,0,0,9,4,9,4,0,0,0,0,0,0,5,2,6,5,2,6,0,0,0,4,9,4,9,0,0
2014,"17031140100",16,1.810,3,1,12,4,8,2069.500,4,3,2,3,0,1,11,10,2,1,1,7,5,5,5,2,0,1,0,1,0,3,2,7,3,2,5,0,0,2,0,12,0,10,0,2
2014,"17031140200",29,2.100,1,0,28,8,20,2200,9,3,8,7,1,3,25,27,1,0,1,17,11,16,11,1,0,0,0,1,0,13,2,13,13,2,12,0,0,1,2,26,2,25,0,1
2014,"17031140301",23,4.140,8,0,15,1,14,1665,1,5,5,1,3,1,14,14,1,1,0,14,1,13,1,1,0,1,0,0,0,7,0,8,7,0,7,0,0,1,3,12,2,12,1,0
2014,"17031140302",23,3.040,1,0,22,1,21,1400,1,8,7,3,3,3,19,20,2,1,1,14,8,14,6,0,2,0,1,0,1,8,3,11,8,3,9,0,0,2,1,21,1,19,0,2
2014,"17031140400",18,1.940,5,0,13,5,8,1387.500,5,3,4,1,0,5,8,12,1,1,0,8,5,7,5,1,0,1,0,0,0,3,3,7,3,3,6,0,0,1,1,12,1,11,0,1
2014,"17031140500",10,1.470,4,0,6,2,4,2838.260,2,0,2,1,1,0,6,6,0,0,0,5,1,5,1,0,0,0,0,0,0,3,1,2,3,1,2,0,0,0,1,5,1,5,0,0
2014,"17031140601",5,0.950,1,0,4,0,4,1800,0,0,3,1,0,1,3,4,0,0,0,3,1,3,1,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,4,0,4,0,0
2014,"17031140602",46,3.700,5,1,40,7,33,1910,7,8,13,10,2,9,31,32,8,8,0,27,13,22,10,5,3,5,3,0,0,17,3,20,17,3,12,0,0,8,4,36,4,28,0,8
2014,"17031140701",12,1.700,2,0,10,2,8,1937.500,2,0,5,2,1,1,9,8,2,1,1,6,4,5,3,1,1,0,1,1,0,2,2,6,2,2,4,0,0,2,0,10,0,8,0,2
2014,"17031140702",41,2.930,11,1,29,3,26,2580,3,3,10,12,1,5,24,25,4,3,1,18,11,15,10,3,1,3,0,0,1,10,6,13,10,6,9,0,0,4,1,28,1,24,0,4
2014,"17031140800",29,2.050,2,2,25,15,10,1950,15,0,6,2,2,1,24,23,2,2,0,14,11,12,11,2,0,2,0,0,0,6,1,18,6,1,16,0,0,2,2,23,2,21,0,2
2014,"17031150200",28,1.630,3,0,25,5,20,1520,4,2,15,4,0,4,21,23,2,1,1,16,9,15,8,1,1,1,0,0,1,6,5,14,6,5,12,0,0,2,2,23,2,21,0,2
2014,"17031150300",27,1.940,2,0,25,8,17,1800,8,5,7,4,1,7,18,23,2,2,0,15,10,14,9,1,1,1,1,0,0,9,5,11,9,5,9,0,0,2,0,25,0,23,0,2
2014,"17031150401",11,1.460,1,0,10,0,10,2535,0,1,3,2,4,1,9,8,2,2,0,7,3,7,1,0,2,0,2,0,0,3,0,7,3,0,5,0,0,2,0,10,0,8,0,2
2014,"17031150402",14,3.220,4,0,10,3,7,1560,3,3,3,0,1,3,7,9,1,1,0,8,2,8,1,0,1,0,1,0,0,5,1,4,5,1,3,0,0,1,2,8,2,7,0,1
2014,"17031150501",5,1.390,0,0,5,0,5,4000,0,0,2,2,1,2,3,3,2,1,1,3,2,2,1,1,1,1,0,0,1,1,0,4,1,0,2,0,0,2,0,5,0,3,0,2
2014,"17031150502",20,3.360,11,0,9,3,6,1540,3,2,4,0,0,2,7,7,2,2,0,5,4,5,2,0,2,0,2,0,0,4,1,4,4,1,2,0,0,2,0,9,0,7,0,2
2014,"17031150600",12,2.690,1,0,11,0,11,1410,0,3,6,1,1,5,6,9,2,2,0,7,4,6,3,1,1,1,1,0,0,6,0,5,6,0,3,0,0,2,0,11,0,9,0,2
2014,"17031150700",16,3.320,3,0,13,4,9,2210,4,1,6,1,1,1,12,9,4,2,2,7,6,5,4,2,2,2,0,0,2,3,4,6,3,3,3,0,1,3,2,11,2,7,0,4
2014,"17031150800",23,2.500,4,0,19,4,15,2720,4,2,5,3,5,6,13,15,4,4,0,15,4,12,3,3,1,3,1,0,0,9,3,7,8,3,4,1,0,3,1,18,1,14,0,4
2014,"17031151001",16,3.550,8,0,8,2,6,1900,2,1,3,0,2,0,8,4,4,4,0,3,5,1,3,2,2,2,2,0,0,1,0,7,0,0,4,1,0,3,0,8,0,4,0,4
2014,"17031151002",25,2.630,5,1,19,5,14,1920,5,2,8,4,0,2,17,18,1,0,1,13,6,12,6,1,0,0,0,1,0,5,4,10,5,4,9,0,0,1,2,17,2,16,0,1
2014,"17031151100",26,2.590,4,0,22,4,18,2392.500,4,2,8,7,1,7,15,17,5,4,1,12,10,10,7,2,3,2,2,0,1,7,2,13,7,2,8,0,0,5,0,22,0,17,0,5
2014,"17031151200",16,4.540,3,0,13,6,7,2100,6,1,3,1,2,6,7,11,2,2,0,9,4,7,4,2,0,2,0,0,0,4,3,6,4,3,4,0,0,2,1,12,1,10,0,2
2014,"17031160100",14,3.780,1,0,13,2,11,1200,2,3,5,2,1,0,13,11,2,2,0,8,5,7,4,1,1,1,1,0,0,5,0,8,5,0,6,0,0,2,1,12,1,10,0,2
2014,"17031160200",13,2.630,3,0,10,3,7,1190,3,1,3,3,0,1,9,7,3,2,1,6,4,4,3,2,1,2,0,0,1,2,1,7,2,1,4,0,0,3,1,9,1,6,0,3
2014,"17031160300",30,2.610,2,0,28,4,24,1975,4,1,16,5,2,2,26,22,6,5,1,15,13,12,10,3,3,3,2,0,1,9,6,13,9,6,7,0,0,6,5,23,5,17,0,6
2014,"17031160400",26,2.410,1,0,25,5,20,2122.500,5,3,8,5,4,7,18,21,4,4,0,17,8,15,6,2,2,2,2,0,0,9,0,16,9,0,12,0,0,4,1,24,1,20,0,4
2014,"17031160501",23,2.720,4,1,18,5,13,2226.760,5,0,8,4,1,2,16,14,4,3,1,15,3,11,3,4,0,3,0,1,0,7,2,9,7,2,5,0,0,4,0,18,0,14,0,4
2014,"17031160502",13,1.790,0,0,13,3,10,1816.500,3,0,7,2,1,1,12,12,1,1,0,6,7,6,6,0,1,0,1,0,0,3,2,8,3,2,7,0,0,1,1,12,1,11,0,1
2014,"17031160601",13,1.620,0,0,13,2,11,1350,2,1,8,1,1,5,8,9,4,2,2,7,6,5,4,2,2,1,1,1,1,3,4,6,1,3,5,2,1,1,1,12,1,8,0,4
2014,"17031160602",22,2.500,2,0,20,4,16,1670,4,5,8,3,0,7,13,19,1,0,1,11,9,11,8,0,1,0,0,0,1,10,3,7,10,3,6,0,0,1,0,20,0,19,0,1
2014,"17031160700",17,1.660,4,0,13,3,10,2100,4,3,3,2,1,3,10,8,5,3,2,7,6,5,3,2,3,1,2,1,1,2,2,9,2,2,4,0,0,5,0,13,0,8,0,5
2014,"17031160800",18,1.550,5,0,13,3,10,2225,3,1,4,5,0,1,12,12,1,1,0,6,7,5,7,1,0,1,0,0,0,5,3,5,5,3,4,0,0,1,0,13,0,12,0,1
2014,"17031160900",8,1.680,4,0,4,2,2,2710,2,0,1,1,0,1,3,3,1,0,1,2,2,2,1,0,1,0,0,0,1,1,0,3,1,0,2,0,0,1,0,4,0,3,0,1
2014,"17031161000",7,1.770,2,0,5,2,3,1150,2,1,2,0,0,1,4,5,0,0,0,2,3,2,3,0,0,0,0,0,0,2,0,3,2,0,3,0,0,0,0,5,0,5,0,0
2014,"17031161100",11,5.720,0,0,11,3,8,5599.500,3,0,2,2,4,1,10,10,1,1,0,9,2,8,2,1,0,1,0,0,0,8,1,2,7,1,2,1,0,0,3,8,3,7,0,1
2014,"17031161200",11,2.840,5,0,6,0,6,2032.390,0,0,5,0,1,1,5,6,0,0,0,3,3,3,3,0,0,0,0,0,0,2,1,3,2,1,3,0,0,0,0,6,0,6,0,0
2014,"17031161300",37,3.460,7,0,30,4,26,2050,4,6,13,7,0,0,30,26,4,2,2,17,13,16,10,1,3,1,1,0,2,10,2,18,10,2,14,0,0,4,1,29,1,25,0,4
2014,"17031170100",6,2.390,0,0,6,0,6,4154.390,0,0,0,4,2,0,6,6,0,0,0,4,2,4,2,0,0,0,0,0,0,1,1,4,1,1,4,0,0,0,2,4,2,4,0,0
2014,"17031170200",11,4.180,0,0,11,2,9,2000,2,1,6,2,0,4,7,8,3,3,0,9,2,7,1,2,1,2,1,0,0,5,0,6,5,0,3,0,0,3,1,10,1,7,0,3
2014,"17031170300",11,1.800,1,0,10,2,8,1748.500,2,2,4,1,1,3,7,7,3,1,2,6,4,5,2,1,2,1,0,0,2,0,1,9,0,1,6,0,0,3,1,9,0,7,1,2
2014,"17031170400",8,2.750,2,0,6,2,4,3193.720,2,1,1,2,0,2,4,5,1,1,0,4,2,4,1,0,1,0,1,0,0,3,0,3,3,0,2,0,0,1,1,5,1,4,0,1
2014,"17031170500",13,2.870,4,0,9,4,5,3750,4,1,1,2,1,1,8,8,1,1,0,5,4,4,4,1,0,1,0,0,0,2,3,4,2,3,3,0,0,1,0,9,0,8,0,1
2014,"17031170600",2,1.050,0,0,2,1,1,5500,1,0,0,0,1,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0
2014,"17031170700",11,4.140,1,0,10,2,8,3300,2,0,2,4,2,1,9,9,1,1,0,2,8,2,7,0,1,0,1,0,0,1,2,7,1,2,6,0,0,1,0,10,0,9,0,1
2014,"17031170800",13,4.160,1,0,12,4,8,2350,4,1,3,2,2,2,10,10,2,2,0,6,6,6,4,0,2,0,2,0,0,2,4,6,2,4,4,0,0,2,1,11,1,9,0,2
2014,"17031170900",7,3.570,1,0,6,0,6,3084,0,0,3,2,1,1,5,4,2,0,2,2,4,1,3,1,1,0,0,1,1,0,2,4,0,2,2,0,0,2,0,6,0,4,0,2
2014,"17031171000",20,2.680,5,0,15,3,12,2700.640,3,1,3,7,1,4,11,15,0,0,0,12,3,12,3,0,0,0,0,0,0,7,1,7,7,1,7,0,0,0,1,14,1,14,0,0
2014,"17031171100",8,2.580,3,1,4,0,4,1372.500,0,2,2,0,0,1,3,3,1,1,0,2,2,2,1,0,1,0,1,0,0,0,1,3,0,1,2,0,0,1,1,3,1,2,0,1
2014,"17031180100",13,2.770,5,0,8,4,4,2010,3,0,4,0,1,1,7,8,0,0,0,3,5,3,5,0,0,0,0,0,0,2,2,4,2,2,4,0,0,0,0,8,0,8,0,0
2014,"17031190100",14,2.510,2,0,12,2,10,3478.500,2,0,3,4,3,2,10,10,2,2,0,9,3,8,2,1,1,1,1,0,0,5,1,6,5,1,4,0,0,2,1,11,1,9,0,2
2014,"17031190200",27,3.780,7,0,20,5,15,1700,5,3,7,1,4,9,11,18,2,2,0,12,8,11,7,1,1,1,1,0,0,7,4,9,7,4,7,0,0,2,0,20,0,18,0,2
2014,"17031190300",22,2.330,3,0,19,1,18,2087.500,1,2,8,7,1,5,14,17,2,2,0,13,6,12,5,1,1,1,1,0,0,5,3,11,5,3,9,0,0,2,0,19,0,17,0,2
2014,"17031190401",17,3.730,2,0,15,3,12,2400,2,1,6,5,1,5,10,12,3,2,1,9,6,8,4,1,2,1,1,0,1,7,1,7,7,1,4,0,0,3,2,13,2,10,0,3
2014,"17031190402",23,3.310,4,0,19,6,13,1420.500,7,2,5,5,0,8,11,18,1,1,0,12,7,12,6,0,1,0,1,0,0,7,4,8,7,4,7,0,0,1,0,19,0,18,0,1
2014,"17031190601",17,2.780,5,1,11,4,7,2020,4,1,4,0,2,4,7,9,2,2,0,7,4,5,4,2,0,2,0,0,0,3,1,7,3,1,5,0,0,2,1,10,1,8,0,2
2014,"17031190602",16,3.330,1,0,15,2,13,1822.500,2,3,5,3,2,2,13,13,2,1,1,9,6,9,4,0,2,0,1,0,1,8,3,4,8,3,2,0,0,2,1,14,1,12,0,2
2014,"17031190701",20,4.050,8,0,12,4,8,2467.500,4,1,4,2,1,1,11,12,0,0,0,8,4,8,4,0,0,0,0,0,0,3,1,8,3,1,8,0,0,0,0,12,0,12,0,0
2014,"17031190702",35,3.730,10,0,25,5,20,1527.500,5,2,14,4,0,7,18,24,1,1,0,17,8,17,7,0,1,0,1,0,0,6,3,16,6,3,15,0,0,1,3,22,3,21,0,1
2014,"17031190800",42,3.880,9,0,33,7,26,1945,7,4,16,4,2,9,24,30,3,3,0,24,9,23,7,1,2,1,2,0,0,16,1,16,15,1,14,1,0,2,1,32,1,29,0,3
2014,"17031190900",7,2.010,2,0,5,2,3,1668,2,0,2,1,0,1,4,4,1,0,1,3,2,3,1,0,1,0,0,0,1,2,0,3,2,0,2,0,0,1,1,4,1,3,0,1
2014,"17031191000",15,4.670,3,0,12,3,9,2225,3,1,4,3,1,8,4,12,0,0,0,7,5,7,5,0,0,0,0,0,0,5,2,5,5,2,5,0,0,0,0,12,0,12,0,0
2014,"17031191100",55,4.770,10,0,45,11,34,1695,12,4,19,9,1,16,29,39,6,5,1,32,13,30,9,2,4,2,3,0,1,22,6,17,22,6,11,0,0,6,2,43,2,37,0,6
2014,"17031191200",21,3.160,1,0,20,4,16,1750,4,3,9,3,1,9,11,19,1,0,1,12,8,12,7,0,1,0,0,0,1,8,2,10,8,2,9,0,0,1,0,20,0,19,0,1
2014,"17031191301",28,3.530,9,0,19,5,14,2350,5,2,7,5,0,5,14,18,1,1,0,14,5,14,4,0,1,0,1,0,0,9,1,9,9,1,8,0,0,1,1,18,1,17,0,1
2014,"17031191302",34,4.760,7,0,27,7,20,3075,7,2,5,10,3,6,21,26,1,1,0,22,5,22,4,0,1,0,1,0,0,14,2,11,14,2,10,0,0,1,2,25,2,24,0,1
2014,"17031200100",22,3.490,2,0,20,3,17,1830,3,3,10,4,0,4,16,15,5,4,1,9,11,7,8,2,3,2,2,0,1,3,2,15,2,2,11,1,0,4,0,20,0,15,0,5
2014,"17031200200",40,4.050,4,1,35,10,25,2460,9,3,10,12,1,8,27,32,3,2,1,22,13,21,11,1,2,1,1,0,1,13,3,19,13,3,16,0,0,3,3,32,3,29,0,3
