,year,tract,housing_units_total,housing_units_rental,housing_units_other,median_rent,population_total,population_poverty_below,population_poverty_above,population_race_white,population_race_black,population_race_latinx,population_race_asian,population_race_other
574,2011,17031160200,1470.0,533.0,937.0,907,3750.0,311.0,3439.0,2340.0,87.0,964.0,261.0,98.0
575,2012,17031160200,1470.0,533.0,937.0,907,3750.0,311.0,3439.0,2340.0,87.0,964.0,261.0,98.0
576,2010,17031160300,2018.0,1159.0,859.0,787,4218.0,709.0,3509.0,2037.0,530.0,1110.0,488.0,53.0
577,2011,17031160300,2018.0,1159.0,859.0,787,4218.0,709.0,3509.0,2037.0,530.0,1110.0,488.0,53.0
578,2012,17031160300,2018.0,1159.0,859.0,787,4218.0,709.0,3509.0,2037.0,530.0,1110.0,488.0,53.0
579,2010,17031160400,2058.0,1132.0,926.0,895,5375.0,833.0,4542.0,2062.0,335.0,2366.0,315.0,297.0
580,2011,17031160400,2058.0,1132.0,926.0,895,5375.0,833.0,4542.0,2062.0,335.0,2366.0,315.0,297.0
581,2012,17031160400,2058.0,1132.0,926.0,895,5375.0,833.0,4542.0,2062.0,335.0,2366.0,315.0,297.0
582,2010,17031160501,1481.0,835.0,646.0,925,3685.0,899.0,2786.0,829.0,334.0,2397.0,105.0,20.0
583,2011,17031160501,1481.0,835.0,646.0,925,3685.0,899.0,2786.0,829.0,334.0,2397.0,105.0,20.0
584,2012,17031160501,1481.0,835.0,646.0,925,3685.0,899.0,2786.0,829.0,334.0,2397.0,105.0,20.0
585,2010,17031160502,1431.0,589.0,842.0,913,4496.0,481.0,4015.0,1193.0,33.0,2744.0,483.0,43.0
586,2011,17031160502,1431.0,589.0,842.0,913,4496.0,481.0,4015.0,1193.0,33.0,2744.0,483.0,43.0
587,2012,17031160502,1431.0,589.0,842.0,913,4496.0,481.0,4015.0,1193.0,33.0,2744.0,483.0,43.0
588,2010,17031160601,1487.0,833.0,654.0,1053,2906.0,305.0,2601.0,1467.0,60.0,1040.0,266.0,73.0
589,2011,17031160601,1487.0,833.0,654.0,1053,2906.0,305.0,2601.0,1467.0,60.0,1040.0,266.0,73.0
590,2012,17031160601,1487.0,833.0,654.0,1053,2906.0,305.0,2601.0,1467.0,60.0,1040.0,266.0,73.0
591,2010,17031160602,1607.0,801.0,806.0,910,3520.0,496.0,3024.0,1184.0,106.0,1919.0,294.0,17.0
592,2011,17031160602,1607.0,801.0,806.0,910,3520.0,496.0,3024.0,1184.0,106.0,1919.0,294.0,17.0
593,2012,17031160602,1607.0,801.0,806.0,910,3520.0,496.0,3024.0,1184.0,106.0,1919.0,294.0,17.0
594,2010,17031160700,2207.0,855.0,1352.0,984,6068.0,407.0,5661.0,2553.0,254.0,2693.0,550.0,18.0
595,2011,17031160700,2207.0,855.0,1352.0,984,6068.0,407.0,5661.0,2553.0,254.0,2693.0,550.0,18.0
596,2012,17031160700,2207.0,855.0,1352.0,984,6068.0,407.0,5661.0,2553.0,254.0,2693.0,550.0,18.0
597,2010,17031160800,2072.0,1148.0,924.0,967,5152.0,495.0,4657.0,1499.0,59.0,2916.0,446.0,232.0
598,2011,17031160800,2072.0,1148.0,924.0,967,5152.0,495.0,4657.0,1499.0,59.0,2916.0,446.0,232.0
599,2012,17031160800,2072.0,1148.0,924.0,967,5152.0,495.0,4657.0,1499.0,59.0,2916.0,446.0,232.0
600,2010,17031160900,1136.0,466.0,670.0,866,2618.0,152.0,2466.0,1554.0,0.0,890.0,174.0,0.0
601,2011,17031160900,1136.0,466.0,670.0,866,2618.0,152.0,2466.0,1554.0,0.0,890.0,174.0,0.0
602,2012,17031160900,1136.0,466.0,670.0,866,2618.0,152.0,2466.0,1554.0,0.0,890.0,174.0,0.0
603,2010,17031161000,890.0,345.0,545.0,965,1799.0,117.0,1682.0,1438.0,0.0,270.0,63.0,28.0
604,2011,17031161000,890.0,345.0,545.0,965,1799.0,117.0,1682.0,1438.0,0.0,270.0,63.0,28.0
605,2012,17031161000,890.0,345.0,545.0,965,1799.0,117.0,1682.0,1438.0,0.0,270.0,63.0,28.0
606,2010,17031161100,805.0,179.0,626.0,1055,2000.0,158.0,1842.0,1530.0,54.0,136.0,235.0,45.0
607,2011,17031161100,805.0,179.0,626.0,1055,2000.0,158.0,1842.0,1530.0,54.0,136.0,235.0,45.0
608,2012,17031161100,805.0,179.0,626.0,1055,2000.0,158.0,1842.0,1530.0,54.0,136.0,235.0,45.0
609,2010,17031161200,1090.0,362.0,728.0,954,2758.0,141.0,2617.0,934.0,24.0,1459.0,341.0,0.0
610,2011,17031161200,1090.0,362.0,728.0,954,2758.0,141.0,2617.0,934.0,24.0,1459.0,341.0,0.0
611,2012,17031161200,1090.0,362.0,728.0,954,2758.0,141.0,2617.0,934.0,24.0,1459.0,341.0,0.0
612,2010,17031161300,1647.0,1098.0,549.0,852,4146.0,439.0,3707.0,1625.0,62.0,2353.0,95.0,11.0
613,2011,17031161300,1647.0,1098.0,549.0,852,4146.0,439.0,3707.0,1625.0,62.0,2353.0,95.0,11.0
614,2012,17031161300,1647.0,1098.0,549.0,852,4146.0,439.0,3707.0,1625.0,62.0,2353.0,95.0,11.0
615,2010,17031170100,1094.0,185.0,909.0,1207,2447.0,100.0,2347.0,1709.0,276.0,387.0,75.0,0.0
616,2011,17031170100,1094.0,185.0,909.0,1207,2447.0,100.0,2347.0,1709.0,276.0,387.0,75.0,0.0
617,2012,17031170100,1094.0,185.0,909.0,1207,2447.0,100.0,2347.0,1709.0,276.0,387.0,75.0,0.0
618,2010,17031170200,1280.0,185.0,1095.0,936,3543.0,117.0,3426.0,2393.0,0.0,910.0,210.0,30.0
619,2011,17031170200,1280.0,185.0,1095.0,936,3543.0,117.0,3426.0,2393.0,0.0,910.0,210.0,30.0
620,2012,17031170200,1280.0,185.0,1095.0,936,3543.0,117.0,3426.0,2393.0,0.0,910.0,210.0,30.0
621,2010,17031170300,1981.0,500.0,1481.0,957,5451.0,736.0,4715.0,4008.0,41.0,1033.0,272.0,97.0
622,2011,17031170300,1981.0,500.0,1481.0,957,5451.0,736.0,4715.0,4008.0,41.0,1033.0,272.0,97.0
623,2012,17031170300,1981.0,500.0,1481.0,957,5451.0,736.0,4715.0,4008.0,41.0,1033.0,272.0,97.0
624,2010,17031170400,1466.0,171.0,1295.0,741,3898.0,249.0,3649.0,3079.0,30.0,549.0,121.0,119.0
625,2011,17031170400,1466.0,171.0,1295.0,741,3898.0,249.0,3649.0,3079.0,30.0,549.0,121.0,119.0
626,2012,17031170400,1466.0,171.0,1295.0,741,3898.0,249.0,3649.0,3079.0,30.0,549.0,121.0,119.0
627,2010,17031170500,1971.0,366.0,1605.0,1056,4543.0,82.0,4461.0,3555.0,0.0,925.0,12.0,51.0
628,2011,17031170500,1971.0,366.0,1605.0,1056,4543.0,82.0,4461.0,3555.0,0.0,925.0,12.0,51.0
629,2012,17031170500,1971.0,366.0,1605.0,1056,4543.0,82.0,4461.0,3555.0,0.0,925.0,12.0,51.0
630,2010,17031170600,971.0,199.0,772.0,897,2774.0,211.0,2563.0,2260.0,0.0,168.0,346.0,0.0
631,2011,17031170600,971.0,199.0,772.0,897,2774.0,211.0,2563.0,2260.0,0.0,168.0,346.0,0.0
632,2012,17031170600,971.0,199.0,772.0,897,2774.0,211.0,2563.0,2260.0,0.0,168.0,346.0,0.0
633,2010,17031170700,1199.0,384.0,815.0,841,3139.0,166.0,2973.0,2553.0,0.0,449.0,85.0,52.0
634,2011,17031170700,1199.0,384.0,815.0,841,3139.0,166.0,2973.0,2553.0,0.0,449.0,85.0,52.0
635,2012,17031170700,1199.0,384.0,815.0,841,3139.0,166.0,2973.0,2553.0,0.0,449.0,85.0,52.0
636,2010,17031170800,1446.0,258.0,1188.0,814,3682.0,490.0,3192.0,2832.0,0.0,770.0,80.0,0.0
637,2011,17031170800,1446.0,258.0,1188.0,814,3682.0,490.0,3192.0,2832.0,0.0,770.0,80.0,0.0
638,2012,17031170800,1446.0,258.0,1188.0,814,3682.0,490.0,3192.0,2832.0,0.0,770.0,80.0,0.0
639,2010,17031170900,648.0,166.0,482.0,984,1784.0,43.0,1741.0,1253.0,113.0,185.0,221.0,12.0
640,2011,17031170900,648.0,166.0,482.0,984,1784.0,43.0,1741.0,1253.0,113.0,185.0,221.0,12.0
641,2012,17031170900,648.0,166.0,482.0,984,1784.0,43.0,1741.0,1253.0,113.0,185.0,221.0,12.0
642,2010,17031171000,2729.0,753.0,1976.0,866,7148.0,793.0,6355.0,4657.0,0.0,2030.0,415.0,46.0
643,2011,17031171000,2729.0,753.0,1976.0,866,7148.0,793.0,6355.0,4657.0,0.0,2030.0,415.0,46.0
644,2012,17031171000,2729.0,753.0,1976.0,866,7148.0,793.0,6355.0,4657.0,0.0,2030.0,415.0,46.0
645,2010,17031171100,1380.0,262.0,1118.0,873,4235.0,275.0,3960.0,2202.0,58.0,1604.0,371.0,0.0
646,2011,17031171100,1380.0,262.0,1118.0,873,4235.0,275.0,3960.0,2202.0,58.0,1604.0,371.0,0.0
647,2012,17031171100,1380.0,262.0,1118.0,873,4235.0,275.0,3960.0,2202.0,58.0,1604.0,371.0,0.0
648,2010,17031180100,2204.0,496.0,1708.0,1024,6223.0,554.0,5669.0,3538.0,123.0,2334.0,164.0,64.0
649,2011,17031180100,2204.0,496.0,1708.0,1024,6223.0,554.0,5669.0,3538.0,123.0,2334.0,164.0,64.0
650,2012,17031180100,2204.0,496.0,1708.0,1024,6223.0,554.0,5669.0,3538.0,123.0,2334.0,164.0,64.0
651,2010,17031190100,844.0,545.0,299.0,804,2480.0,444.0,2036.0,488.0,125.0,1859.0,0.0,8.0
652,2011,17031190100,844.0,545.0,299.0,804,2480.0,444.0,2036.0,488.0,125.0,1859.0,0.0,8.0
653,2012,17031190100,844.0,545.0,299.0,804,2480.0,444.0,2036.0,488.0,125.0,1859.0,0.0,8.0
654,2010,17031190200,1757.0,801.0,956.0,903,6243.0,1480.0,4763.0,1229.0,63.0,4570.0,118.0,263.0
655,2011,17031190200,1757.0,801.0,956.0,903,6243.0,1480.0,4763.0,1229.0,63.0,4570.0,118.0,263.0
656,2012,17031190200,1757.0,801.0,956.0,903,6243.0,1480.0,4763.0,1229.0,63.0,4570.0,118.0,263.0
657,2010,17031190300,1980.0,1009.0,971.0,771,5347.0,658.0,4689.0,1998.0,9.0,3300.0,40.0,0.0
658,2011,17031190300,1980.0,1009.0,971.0,771,5347.0,658.0,4689.0,1998.0,9.0,3300.0,40.0,0.0
659,2012,17031190300,1980.0,1009.0,971.0,771,5347.0,658.0,4689.0,1998.0,9.0,3300.0,40.0,0.0
660,2010,17031190401,1307.0,544.0,763.0,879,4354.0,583.0,3771.0,1567.0,111.0,2546.0,90.0,40.0
661,2011,17031190401,1307.0,544.0,763.0,879,4354.0,583.0,3771.0,1567.0,111.0,2546.0,90.0,40.0
662,2012,17031190401,1307.0,544.0,763.0,879,4354.0,583.0,3771.0,1567.0,111.0,2546.0,90.0,40.0
663,2010,17031190402,1767.0,729.0,1038.0,849,5392.0,981.0,4411.0,1342.0,104.0,3689.0,210.0,47.0
664,2011,17031190402,1767.0,729.0,1038.0,849,5392.0,981.0,4411.0,1342.0,104.0,3689.0,210.0,47.0
665,2012,17031190402,1767.0,729.0,1038.0,849,5392.0,981.0,4411.0,1342.0,104.0,3689.0,210.0,47.0
666,2010,17031190601,1313.0,688.0,625.0,1044,4682.0,1288.0,3394.0,756.0,198.0,3611.0,53.0,64.0
667,2011,17031190601,1313.0,688.0,625.0,1044,4682.0,1288.0,3394.0,756.0,198.0,3611.0,53.0,64.0
668,2012,17031190601,1313.0,688.0,625.0,1044,4682.0,1288.0,3394.0,756.0,198.0,3611.0,53.0,64.0
669,2010,17031190602,1425.0,545.0,880.0,867,5162.0,681.0,4481.0,1171.0,651.0,3340.0,0.0,0.0
670,2011,17031190602,1425.0,545.0,880.0,867,5162.0,681.0,4481.0,1171.0,651.0,3340.0,0.0,0.0
671,2012,17031190602,1425.0,545.0,880.0,867,5162.0,681.0,4481.0,1171.0,651.0,3340.0,0.0,0.0
672,2010,17031190701,911.0,497.0,414.0,960,3192.0,565.0,2627.0,509.0,128.0,2484.0,71.0,0.0
673,2011,17031190701,911.0,497.0,414.0,960,3192.0,565.0,2627.0,509.0,128.0,2484.0,71.0,0.0
674,2012,17031190701,911.0,497.0,414.0,960,3192.0,565.0,2627.0,509.0,128.0,2484.0,71.0,0.0
675,2010,17031190702,1535.0,802.0,733.0,862,4344.0,565.0,3779.0,822.0,140.0,3308.0,0.0,74.0
676,2011,17031190702,1535.0,802.0,733.0,862,4344.0,565.0,3779.0,822.0,140.0,3308.0,0.0,74.0
677,2012,17031190702,1535.0,802.0,733.0,862,4344.0,565.0,3779.0,822.0,140.0,3308.0,0.0,74.0
678,2010,17031190800,2119.0,953.0,1166.0,947,7315.0,1185.0,6130.0,359.0,372.0,6424.0,160.0,0.0
679,2011,17031190800,2119.0,953.0,1166.0,947,7315.0,1185.0,6130.0,359.0,372.0,6424.0,160.0,0.0
680,2012,17031190800,2119.0,953.0,1166.0,947,7315.0,1185.0,6130.0,359.0,372.0,6424.0,160.0,0.0
681,2010,17031190900,644.0,240.0,404.0,746,2072.0,340.0,1732.0,231.0,280.0,1518.0,43.0,0.0
682,2011,17031190900,644.0,240.0,404.0,746,2072.0,340.0,1732.0,231.0,280.0,1518.0,43.0,0.0
683,2012,17031190900,644.0,240.0,404.0,746,2072.0,340.0,1732.0,231.0,280.0,1518.0,43.0,0.0
684,2010,17031191000,723.0,368.0,355.0,846,2371.0,590.0,1781.0,105.0,50.0,2216.0,0.0,0.0
685,2011,17031191000,723.0,368.0,355.0,846,2371.0,590.0,1781.0,105.0,50.0,2216.0,0.0,0.0
686,2012,17031191000,723.0,368.0,355.0,846,2371.0,590.0,1781.0,105.0,50.0,2216.0,0.0,0.0
687,2010,17031191100,2260.0,1388.0,872.0,876,8102.0,2487.0,5615.0,259.0,996.0,6348.0,70.0,429.0
688,2011,17031191100,2260.0,1388.0,872.0,876,8102.0,2487.0,5615.0,259.0,996.0,6348.0,70.0,429.0
689,2012,17031191100,2260.0,1388.0,872.0,876,8102.0,2487.0,5615.0,259.0,996.0,6348.0,70.0,429.0
690,2010,17031191200,1081.0,696.0,385.0,863,3597.0,1237.0,2360.0,455.0,154.0,2988.0,0.0,0.0
691,2011,17031191200,1081.0,696.0,385.0,863,3597.0,1237.0,2360.0,455.0,154.0,2988.0,0.0,0.0
692,2012,17031191200,1081.0,696.0,385.0,863,3597.0,1237.0,2360.0,455.0,154.0,2988.0,0.0,0.0
693,2010,17031191301,1551.0,665.0,886.0,1000,6462.0,1506.0,4956.0,413.0,787.0,5183.0,79.0,0.0
694,2011,17031191301,1551.0,665.0,886.0,1000,6462.0,1506.0,4956.0,413.0,787.0,5183.0,79.0,0.0
695,2012,17031191301,1551.0,665.0,886.0,1000,6462.0,1506.0,4956.0,413.0,787.0,5183.0,79.0,0.0
696,2010,17031191302,1491.0,703.0,788.0,843,4996.0,1269.0,3727.0,489.0,105.0,4360.0,42.0,0.0
697,2011,17031191302,1491.0,703.0,788.0,843,4996.0,1269.0,3727.0,489.0,105.0,4360.0,42.0,0.0
698,2012,17031191302,1491.0,703.0,788.0,843,4996.0,1269.0,3727.0,489.0,105.0,4360.0,42.0,0.0
699,2010,17031200100,1372.0,580.0,792.0,784,4197.0,525.0,3672.0,781.0,11.0,3248.0,144.0,13.0
700,2011,17031200100,1372.0,580.0,792.0,784,4197.0,525.0,3672.0,781.0,11.0,3248.0,144.0,13.0
701,2012,17031200100,1372.0,580.0,792.0,784,4197.0,525.0,3672.0,781.0,11.0,3248.0,144.0,13.0
702,2010,17031200200,1818.0,1043.0,775.0,955,5543.0,643.0,4900.0,450.0,65.0,4840.0,188.0,0.0
703,2011,17031200200,1818.0,1043.0,775.0,955,5543.0,643.0,4900.0,450.0,65.0,4840.0,188.0,0.0
704,2012,17031200200,1818.0,1043.0,775.0,955,5543.0,643.0,4900.0,450.0,65.0,4840.0,188.0,0.0
705,2010,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
706,2011,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
707,2012,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
708,2010,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
709,2011,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
710,2012,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
711,2010,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
712,2011,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
713,2012,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
714,2010,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
715,2011,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
716,2012,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
717,2010,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
718,2011,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
719,2012,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
720,2010,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
721,2011,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
722,2012,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
723,2010,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
724,2011,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
725,2012,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
726,2010,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
727,2011,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
728,2012,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
729,2010,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
730,2011,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
731,2012,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
732,2010,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
733,2011,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
734,2012,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
735,2010,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
736,2011,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
737,2012,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
738,2010,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
739,2011,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
740,2012,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
741,2010,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
742,2011,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
743,2012,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
744,2010,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
745,2011,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
746,2012,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
747,2010,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
748,2011,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
749,2012,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
750,2010,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
751,2011,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
752,2012,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
753,2010,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
754,2011,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
755,2012,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
756,2010,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
757,2011,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
758,2012,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
759,2010,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
760,2011,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
761,2012,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
762,2010,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
763,2011,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
764,2012,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
765,2010,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
766,2011,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
767,2012,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
768,2010,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
769,2011,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
770,2012,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
771,2010,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
772,2011,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
773,2012,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
774,2010,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
775,2011,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
776,2012,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
777,2010,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
778,2011,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
779,2012,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
780,2010,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
781,2011,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
782,2012,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
783,2010,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
784,2011,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
785,2012,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
786,2010,17031221600,1522.0,817.0,705.0,1131,2692.0,369.0,2323.0,1793.0,5.0,677.0,129.0,88.0
787,2011,17031221600,1522.0,817.0,705.0,1131,2692.0,369.0,2323.0,1793.0,5.0,677.0,129.0,88.0
788,2012,17031221600,1522.0,817.0,705.0,1131,2692.0,369.0,2323.0,1793.0,5.0,677.0,129.0,88.0
789,2010,17031222200,969.0,439.0,530.0,1187,1926.0,119.0,1807.0,1446.0,50.0,252.0,168.0,10.0
790,2011,17031222200,969.0,439.0,530.0,1187,1926.0,119.0,1807.0,1446.0,50.0,252.0,168.0,10.0
791,2012,17031222200,969.0,439.0,530.0,1187,1926.0,119.0,1807.0,1446.0,50.0,252.0,168.0,10.0
792,2010,17031222500,649.0,360.0,289.0,992,1557.0,199.0,1358.0,362.0,133.0,1055.0,0.0,7.0
793,2011,17031222500,649.0,360.0,289.0,992,1557.0,199.0,1358.0,362.0,133.0,1055.0,0.0,7.0
794,2012,17031222500,649.0,360.0,289.0,992,1557.0,199.0,1358.0,362.0,133.0,1055.0,0.0,7.0
795,2010,17031222600,781.0,577.0,204.0,774,1533.0,274.0,1259.0,705.0,181.0,528.0,99.0,20.0
796,2011,17031222600,781.0,577.0,204.0,774,1533.0,274.0,1259.0,705.0,181.0,528.0,99.0,20.0
797,2012,17031222600,781.0,577.0,204.0,774,1533.0,274.0,1259.0,705.0,181.0,528.0,99.0,20.0
798,2010,17031222700,938.0,481.0,457.0,882,3027.0,875.0,2152.0,388.0,366.0,2259.0,0.0,14.0
799,2011,17031222700,938.0,481.0,457.0,882,3027.0,875.0,2152.0,388.0,366.0,2259.0,0.0,14.0
800,2012,17031222700,938.0,481.0,457.0,882,3027.0,875.0,2152.0,388.0,366.0,2259.0,0.0,14.0
801,2010,17031222800,423.0,336.0,87.0,735,744.0,266.0,478.0,0.0,138.0,606.0,0.0,0.0
802,2011,17031222800,423.0,336.0,87.0,735,744.0,266.0,478.0,0.0,138.0,606.0,0.0,0.0
