,year,tract,housing_units_total,housing_units_rental,housing_units_other,median_rent,population_total,population_poverty_below,population_poverty_above,population_race_white,population_race_black,population_race_latinx,population_race_asian,population_race_other
0,2010,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
1,2011,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
2,2012,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
3,2010,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
4,2011,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
5,2012,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
6,2010,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
7,2011,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
8,2012,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
9,2010,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
10,2011,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
11,2012,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
12,2010,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
13,2011,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
14,2012,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
15,2010,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
16,2011,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
17,2012,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
18,2010,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
19,2011,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
20,2012,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
21,2010,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
22,2011,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
23,2012,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
24,2010,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
25,2011,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
26,2012,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
27,2010,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
28,2011,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
29,2012,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
30,2010,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
31,2011,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
32,2012,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
33,2010,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
34,2011,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
35,2012,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
36,2010,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
37,2011,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
38,2012,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
39,2010,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
40,2011,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
41,2012,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
42,2010,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
43,2011,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
44,2012,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
45,2010,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
46,2011,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
47,2012,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
48,2010,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
49,2011,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
50,2012,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
51,2010,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
52,2011,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
53,2012,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
54,2010,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
55,2011,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
56,2012,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
57,2010,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
58,2011,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
59,2012,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
60,2010,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
61,2011,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
62,2012,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
63,2010,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
64,2011,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
65,2012,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
66,2010,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
67,2011,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
68,2012,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
69,2010,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
70,2011,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
71,2012,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
72,2010,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
73,2011,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
74,2012,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
75,2010,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
76,2011,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
77,2012,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
78,2010,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
79,2011,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
80,2012,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
81,2010,17031030103,1192.0,841.0,351.0,709,1632.0,707.0,925.0,758.0,420.0,134.0,212.0,108.0
82,2011,17031030103,1192.0,841.0,351.0,709,1632.0,707.0,925.0,758.0,420.0,134.0,212.0,108.0
83,2012,17031030103,1192.0,841.0,351.0,709,1632.0,707.0,925.0,758.0,420.0,134.0,212.0,108.0
84,2010,17031030104,1334.0,779.0,555.0,923,4204.0,1324.0,2880.0,2391.0,695.0,283.0,504.0,331.0
85,2011,17031030104,1334.0,779.0,555.0,923,4204.0,1324.0,2880.0,2391.0,695.0,283.0,504.0,331.0
86,2012,17031030104,1334.0,779.0,555.0,923,4204.0,1324.0,2880.0,2391.0,695.0,283.0,504.0,331.0
87,2010,17031030200,2710.0,1421.0,1289.0,1105,5797.0,452.0,5345.0,3939.0,632.0,664.0,346.0,216.0
88,2011,17031030200,2710.0,1421.0,1289.0,1105,5797.0,452.0,5345.0,3939.0,632.0,664.0,346.0,216.0
89,2012,17031030200,2710.0,1421.0,1289.0,1105,5797.0,452.0,5345.0,3939.0,632.0,664.0,346.0,216.0
90,2010,17031030300,1489.0,1055.0,434.0,810,2776.0,555.0,2221.0,1181.0,162.0,1063.0,302.0,68.0
91,2011,17031030300,1489.0,1055.0,434.0,810,2776.0,555.0,2221.0,1181.0,162.0,1063.0,302.0,68.0
92,2012,17031030300,1489.0,1055.0,434.0,810,2776.0,555.0,2221.0,1181.0,162.0,1063.0,302.0,68.0
93,2010,17031030400,1464.0,861.0,603.0,826,2708.0,217.0,2491.0,1515.0,277.0,616.0,209.0,91.0
94,2011,17031030400,1464.0,861.0,603.0,826,2708.0,217.0,2491.0,1515.0,277.0,616.0,209.0,91.0
95,2012,17031030400,1464.0,861.0,603.0,826,2708.0,217.0,2491.0,1515.0,277.0,616.0,209.0,91.0
96,2010,17031030500,3146.0,1690.0,1456.0,982,6837.0,1026.0,5811.0,3630.0,449.0,1922.0,608.0,228.0
97,2011,17031030500,3146.0,1690.0,1456.0,982,6837.0,1026.0,5811.0,3630.0,449.0,1922.0,608.0,228.0
98,2012,17031030500,3146.0,1690.0,1456.0,982,6837.0,1026.0,5811.0,3630.0,449.0,1922.0,608.0,228.0
99,2010,17031030601,2376.0,1438.0,938.0,738,3464.0,824.0,2640.0,1603.0,784.0,404.0,532.0,141.0
100,2011,17031030601,2376.0,1438.0,938.0,738,3464.0,824.0,2640.0,1603.0,784.0,404.0,532.0,141.0
101,2012,17031030601,2376.0,1438.0,938.0,738,3464.0,824.0,2640.0,1603.0,784.0,404.0,532.0,141.0
102,2010,17031030603,1588.0,1362.0,226.0,712,2053.0,238.0,1815.0,909.0,808.0,145.0,174.0,17.0
103,2011,17031030603,1588.0,1362.0,226.0,712,2053.0,238.0,1815.0,909.0,808.0,145.0,174.0,17.0
104,2012,17031030603,1588.0,1362.0,226.0,712,2053.0,238.0,1815.0,909.0,808.0,145.0,174.0,17.0
105,2010,17031030604,2212.0,1575.0,637.0,830,3091.0,569.0,2522.0,1409.0,804.0,77.0,715.0,86.0
106,2011,17031030604,2212.0,1575.0,637.0,830,3091.0,569.0,2522.0,1409.0,804.0,77.0,715.0,86.0
107,2012,17031030604,2212.0,1575.0,637.0,830,3091.0,569.0,2522.0,1409.0,804.0,77.0,715.0,86.0
108,2010,17031030701,969.0,750.0,219.0,664,2065.0,667.0,1398.0,1049.0,551.0,162.0,281.0,22.0
109,2011,17031030701,969.0,750.0,219.0,664,2065.0,667.0,1398.0,1049.0,551.0,162.0,281.0,22.0
110,2012,17031030701,969.0,750.0,219.0,664,2065.0,667.0,1398.0,1049.0,551.0,162.0,281.0,22.0
111,2010,17031030702,1173.0,309.0,864.0,934,1669.0,37.0,1632.0,1145.0,0.0,101.0,423.0,0.0
112,2011,17031030702,1173.0,309.0,864.0,934,1669.0,37.0,1632.0,1145.0,0.0,101.0,423.0,0.0
113,2012,17031030702,1173.0,309.0,864.0,934,1669.0,37.0,1632.0,1145.0,0.0,101.0,423.0,0.0
114,2010,17031030703,1858.0,1187.0,671.0,588,2671.0,542.0,2129.0,1704.0,508.0,164.0,261.0,34.0
115,2011,17031030703,1858.0,1187.0,671.0,588,2671.0,542.0,2129.0,1704.0,508.0,164.0,261.0,34.0
116,2012,17031030703,1858.0,1187.0,671.0,588,2671.0,542.0,2129.0,1704.0,508.0,164.0,261.0,34.0
117,2010,17031030706,2584.0,1667.0,917.0,882,3273.0,481.0,2792.0,1832.0,499.0,383.0,536.0,23.0
118,2011,17031030706,2584.0,1667.0,917.0,882,3273.0,481.0,2792.0,1832.0,499.0,383.0,536.0,23.0
119,2012,17031030706,2584.0,1667.0,917.0,882,3273.0,481.0,2792.0,1832.0,499.0,383.0,536.0,23.0
120,2010,17031030800,2331.0,1330.0,1001.0,1115,4366.0,589.0,3777.0,3407.0,15.0,383.0,504.0,57.0
121,2011,17031030800,2331.0,1330.0,1001.0,1115,4366.0,589.0,3777.0,3407.0,15.0,383.0,504.0,57.0
122,2012,17031030800,2331.0,1330.0,1001.0,1115,4366.0,589.0,3777.0,3407.0,15.0,383.0,504.0,57.0
123,2010,17031030900,1593.0,792.0,801.0,1046,3014.0,307.0,2707.0,2006.0,123.0,495.0,288.0,102.0
124,2011,17031030900,1593.0,792.0,801.0,1046,3014.0,307.0,2707.0,2006.0,123.0,495.0,288.0,102.0
125,2012,17031030900,1593.0,792.0,801.0,1046,3014.0,307.0,2707.0,2006.0,123.0,495.0,288.0,102.0
126,2010,17031031000,2080.0,1297.0,783.0,928,3422.0,527.0,2895.0,2120.0,133.0,977.0,132.0,60.0
127,2011,17031031000,2080.0,1297.0,783.0,928,3422.0,527.0,2895.0,2120.0,133.0,977.0,132.0,60.0
128,2012,17031031000,2080.0,1297.0,783.0,928,3422.0,527.0,2895.0,2120.0,133.0,977.0,132.0,60.0
129,2010,17031031100,2437.0,1752.0,685.0,928,4502.0,437.0,4065.0,2312.0,109.0,1002.0,958.0,121.0
130,2011,17031031100,2437.0,1752.0,685.0,928,4502.0,437.0,4065.0,2312.0,109.0,1002.0,958.0,121.0
131,2012,17031031100,2437.0,1752.0,685.0,928,4502.0,437.0,4065.0,2312.0,109.0,1002.0,958.0,121.0
132,2010,17031031200,3257.0,2474.0,783.0,493,5967.0,2590.0,3377.0,1848.0,1767.0,804.0,1164.0,384.0
133,2011,17031031200,3257.0,2474.0,783.0,493,5967.0,2590.0,3377.0,1848.0,1767.0,804.0,1164.0,384.0
134,2012,17031031200,3257.0,2474.0,783.0,493,5967.0,2590.0,3377.0,1848.0,1767.0,804.0,1164.0,384.0
135,2010,17031031300,3976.0,2443.0,1533.0,706,6660.0,1798.0,4862.0,3020.0,1245.0,575.0,1603.0,217.0
136,2011,17031031300,3976.0,2443.0,1533.0,706,6660.0,1798.0,4862.0,3020.0,1245.0,575.0,1603.0,217.0
137,2012,17031031300,3976.0,2443.0,1533.0,706,6660.0,1798.0,4862.0,3020.0,1245.0,575.0,1603.0,217.0
138,2010,17031031400,3375.0,1137.0,2238.0,1051,4949.0,495.0,4454.0,3750.0,350.0,362.0,407.0,80.0
139,2011,17031031400,3375.0,1137.0,2238.0,1051,4949.0,495.0,4454.0,3750.0,350.0,362.0,407.0,80.0
140,2012,17031031400,3375.0,1137.0,2238.0,1051,4949.0,495.0,4454.0,3750.0,350.0,362.0,407.0,80.0
141,2010,17031031501,2102.0,1768.0,334.0,569,4601.0,2259.0,2342.0,1296.0,1401.0,723.0,1123.0,58.0
142,2011,17031031501,2102.0,1768.0,334.0,569,4601.0,2259.0,2342.0,1296.0,1401.0,723.0,1123.0,58.0
143,2012,17031031501,2102.0,1768.0,334.0,569,4601.0,2259.0,2342.0,1296.0,1401.0,723.0,1123.0,58.0
144,2010,17031031502,2485.0,2113.0,372.0,630,5086.0,1744.0,3342.0,1533.0,2211.0,895.0,337.0,110.0
145,2011,17031031502,2485.0,2113.0,372.0,630,5086.0,1744.0,3342.0,1533.0,2211.0,895.0,337.0,110.0
146,2012,17031031502,2485.0,2113.0,372.0,630,5086.0,1744.0,3342.0,1533.0,2211.0,895.0,337.0,110.0
147,2010,17031031700,4028.0,2730.0,1298.0,651,6928.0,1822.0,5106.0,3823.0,1329.0,1216.0,547.0,13.0
148,2011,17031031700,4028.0,2730.0,1298.0,651,6928.0,1822.0,5106.0,3823.0,1329.0,1216.0,547.0,13.0
149,2012,17031031700,4028.0,2730.0,1298.0,651,6928.0,1822.0,5106.0,3823.0,1329.0,1216.0,547.0,13.0
150,2010,17031031800,1014.0,589.0,425.0,737,1816.0,309.0,1507.0,1417.0,27.0,221.0,138.0,13.0
151,2011,17031031800,1014.0,589.0,425.0,737,1816.0,309.0,1507.0,1417.0,27.0,221.0,138.0,13.0
152,2012,17031031800,1014.0,589.0,425.0,737,1816.0,309.0,1507.0,1417.0,27.0,221.0,138.0,13.0
153,2010,17031031900,1339.0,954.0,385.0,928,2299.0,347.0,1952.0,1488.0,224.0,374.0,181.0,32.0
154,2011,17031031900,1339.0,954.0,385.0,928,2299.0,347.0,1952.0,1488.0,224.0,374.0,181.0,32.0
155,2012,17031031900,1339.0,954.0,385.0,928,2299.0,347.0,1952.0,1488.0,224.0,374.0,181.0,32.0
156,2010,17031032100,4636.0,3370.0,1266.0,830,7066.0,1618.0,5448.0,4374.0,1006.0,1143.0,493.0,50.0
157,2011,17031032100,4636.0,3370.0,1266.0,830,7066.0,1618.0,5448.0,4374.0,1006.0,1143.0,493.0,50.0
158,2012,17031032100,4636.0,3370.0,1266.0,830,7066.0,1618.0,5448.0,4374.0,1006.0,1143.0,493.0,50.0
159,2010,17031040100,1918.0,923.0,995.0,948,4140.0,356.0,3784.0,2654.0,195.0,780.0,326.0,185.0
160,2011,17031040100,1918.0,923.0,995.0,948,4140.0,356.0,3784.0,2654.0,195.0,780.0,326.0,185.0
161,2012,17031040100,1918.0,923.0,995.0,948,4140.0,356.0,3784.0,2654.0,195.0,780.0,326.0,185.0
162,2010,17031040201,2948.0,1772.0,1176.0,957,5809.0,1069.0,4740.0,3685.0,135.0,1069.0,704.0,216.0
163,2011,17031040201,2948.0,1772.0,1176.0,957,5809.0,1069.0,4740.0,3685.0,135.0,1069.0,704.0,216.0
164,2012,17031040201,2948.0,1772.0,1176.0,957,5809.0,1069.0,4740.0,3685.0,135.0,1069.0,704.0,216.0
165,2010,17031040202,3128.0,1854.0,1274.0,903,6723.0,975.0,5748.0,3392.0,670.0,738.0,1910.0,13.0
166,2011,17031040202,3128.0,1854.0,1274.0,903,6723.0,975.0,5748.0,3392.0,670.0,738.0,1910.0,13.0
167,2012,17031040202,3128.0,1854.0,1274.0,903,6723.0,975.0,5748.0,3392.0,670.0,738.0,1910.0,13.0
168,2010,17031040300,1160.0,387.0,773.0,973,2598.0,153.0,2445.0,1220.0,232.0,313.0,803.0,30.0
169,2011,17031040300,1160.0,387.0,773.0,973,2598.0,153.0,2445.0,1220.0,232.0,313.0,803.0,30.0
170,2012,17031040300,1160.0,387.0,773.0,973,2598.0,153.0,2445.0,1220.0,232.0,313.0,803.0,30.0
171,2010,17031040401,1529.0,560.0,969.0,1007,2760.0,284.0,2476.0,1835.0,89.0,480.0,217.0,139.0
172,2011,17031040401,1529.0,560.0,969.0,1007,2760.0,284.0,2476.0,1835.0,89.0,480.0,217.0,139.0
173,2012,17031040401,1529.0,560.0,969.0,1007,2760.0,284.0,2476.0,1835.0,89.0,480.0,217.0,139.0
174,2010,17031040402,2562.0,1519.0,1043.0,920,4787.0,531.0,4256.0,3342.0,195.0,881.0,143.0,226.0
175,2011,17031040402,2562.0,1519.0,1043.0,920,4787.0,531.0,4256.0,3342.0,195.0,881.0,143.0,226.0
176,2012,17031040402,2562.0,1519.0,1043.0,920,4787.0,531.0,4256.0,3342.0,195.0,881.0,143.0,226.0
177,2010,17031040600,1331.0,845.0,486.0,940,2683.0,193.0,2490.0,1691.0,34.0,746.0,128.0,84.0
178,2011,17031040600,1331.0,845.0,486.0,940,2683.0,193.0,2490.0,1691.0,34.0,746.0,128.0,84.0
179,2012,17031040600,1331.0,845.0,486.0,940,2683.0,193.0,2490.0,1691.0,34.0,746.0,128.0,84.0
180,2010,17031040700,1712.0,1033.0,679.0,1018,3218.0,492.0,2726.0,2321.0,97.0,513.0,207.0,80.0
181,2011,17031040700,1712.0,1033.0,679.0,1018,3218.0,492.0,2726.0,2321.0,97.0,513.0,207.0,80.0
182,2012,17031040700,1712.0,1033.0,679.0,1018,3218.0,492.0,2726.0,2321.0,97.0,513.0,207.0,80.0
183,2010,17031040800,807.0,429.0,378.0,1059,1638.0,95.0,1543.0,1196.0,46.0,229.0,93.0,74.0
184,2011,17031040800,807.0,429.0,378.0,1059,1638.0,95.0,1543.0,1196.0,46.0,229.0,93.0,74.0
185,2012,17031040800,807.0,429.0,378.0,1059,1638.0,95.0,1543.0,1196.0,46.0,229.0,93.0,74.0
186,2010,17031040900,1105.0,708.0,397.0,855,1859.0,145.0,1714.0,1396.0,9.0,319.0,61.0,74.0
187,2011,17031040900,1105.0,708.0,397.0,855,1859.0,145.0,1714.0,1396.0,9.0,319.0,61.0,74.0
188,2012,17031040900,1105.0,708.0,397.0,855,1859.0,145.0,1714.0,1396.0,9.0,319.0,61.0,74.0
189,2010,17031050100,1271.0,781.0,490.0,1155,2256.0,124.0,2132.0,1934.0,59.0,88.0,164.0,11.0
190,2011,17031050100,1271.0,781.0,490.0,1155,2256.0,124.0,2132.0,1934.0,59.0,88.0,164.0,11.0
191,2012,17031050100,1271.0,781.0,490.0,1155,2256.0,124.0,2132.0,1934.0,59.0,88.0,164.0,11.0
192,2010,17031050200,2534.0,1159.0,1375.0,944,4542.0,527.0,4015.0,3046.0,48.0,1007.0,399.0,42.0
193,2011,17031050200,2534.0,1159.0,1375.0,944,4542.0,527.0,4015.0,3046.0,48.0,1007.0,399.0,42.0
194,2012,17031050200,2534.0,1159.0,1375.0,944,4542.0,527.0,4015.0,3046.0,48.0,1007.0,399.0,42.0
195,2010,17031050300,1191.0,511.0,680.0,1031,2499.0,215.0,2284.0,2125.0,0.0,195.0,91.0,88.0
196,2011,17031050300,1191.0,511.0,680.0,1031,2499.0,215.0,2284.0,2125.0,0.0,195.0,91.0,88.0
197,2012,17031050300,1191.0,511.0,680.0,1031,2499.0,215.0,2284.0,2125.0,0.0,195.0,91.0,88.0
198,2010,17031050500,2352.0,1023.0,1329.0,1180,5242.0,147.0,5095.0,4399.0,12.0,398.0,102.0,331.0
199,2011,17031050500,2352.0,1023.0,1329.0,1180,5242.0,147.0,5095.0,4399.0,12.0,398.0,102.0,331.0
200,2012,17031050500,2352.0,1023.0,1329.0,1180,5242.0,147.0,5095.0,4399.0,12.0,398.0,102.0,331.0
201,2010,17031050600,1101.0,504.0,597.0,1332,1926.0,144.0,1782.0,1679.0,11.0,121.0,84.0,31.0
202,2011,17031050600,1101.0,504.0,597.0,1332,1926.0,144.0,1782.0,1679.0,11.0,121.0,84.0,31.0
203,2012,17031050600,1101.0,504.0,597.0,1332,1926.0,144.0,1782.0,1679.0,11.0,121.0,84.0,31.0
204,2010,17031050700,721.0,264.0,457.0,1108,1739.0,49.0,1690.0,1350.0,97.0,208.0,0.0,84.0
205,2011,17031050700,721.0,264.0,457.0,1108,1739.0,49.0,1690.0,1350.0,97.0,208.0,0.0,84.0
206,2012,17031050700,721.0,264.0,457.0,1108,1739.0,49.0,1690.0,1350.0,97.0,208.0,0.0,84.0
207,2010,17031050800,637.0,290.0,347.0,1398,1413.0,185.0,1228.0,1007.0,0.0,312.0,57.0,37.0
208,2011,17031050800,637.0,290.0,347.0,1398,1413.0,185.0,1228.0,1007.0,0.0,312.0,57.0,37.0
209,2012,17031050800,637.0,290.0,347.0,1398,1413.0,185.0,1228.0,1007.0,0.0,312.0,57.0,37.0
210,2010,17031050900,742.0,373.0,369.0,974,1470.0,66.0,1404.0,1254.0,0.0,108.0,94.0,14.0
211,2011,17031050900,742.0,373.0,369.0,974,1470.0,66.0,1404.0,1254.0,0.0,108.0,94.0,14.0
212,2012,17031050900,742.0,373.0,369.0,974,1470.0,66.0,1404.0,1254.0,0.0,108.0,94.0,14.0
213,2010,17031051000,786.0,386.0,400.0,1302,1382.0,57.0,1325.0,1023.0,0.0,158.0,183.0,18.0
214,2011,17031051000,786.0,386.0,400.0,1302,1382.0,57.0,1325.0,1023.0,0.0,158.0,183.0,18.0
215,2012,17031051000,786.0,386.0,400.0,1302,1382.0,57.0,1325.0,1023.0,0.0,158.0,183.0,18.0
216,2010,17031051100,773.0,450.0,323.0,1188,1687.0,78.0,1609.0,1309.0,135.0,160.0,38.0,45.0
217,2011,17031051100,773.0,450.0,323.0,1188,1687.0,78.0,1609.0,1309.0,135.0,160.0,38.0,45.0
218,2012,17031051100,773.0,450.0,323.0,1188,1687.0,78.0,1609.0,1309.0,135.0,160.0,38.0,45.0
219,2010,17031051200,803.0,396.0,407.0,1314,1870.0,252.0,1618.0,1572.0,26.0,165.0,88.0,19.0
220,2011,17031051200,803.0,396.0,407.0,1314,1870.0,252.0,1618.0,1572.0,26.0,165.0,88.0,19.0
221,2012,17031051200,803.0,396.0,407.0,1314,1870.0,252.0,1618.0,1572.0,26.0,165.0,88.0,19.0
222,2010,17031051300,1264.0,331.0,933.0,1159,2924.0,123.0,2801.0,2487.0,0.0,283.0,117.0,37.0
223,2011,17031051300,1264.0,331.0,933.0,1159,2924.0,123.0,2801.0,2487.0,0.0,283.0,117.0,37.0
224,2012,17031051300,1264.0,331.0,933.0,1159,2924.0,123.0,2801.0,2487.0,0.0,283.0,117.0,37.0
