,year,tract,housing_units_total,housing_units_rental,housing_units_other,median_rent,population_total,population_poverty_below,population_poverty_above,population_race_white,population_race_black,population_race_latinx,population_race_asian,population_race_other
1875,2013,17031200200,1818.0,1043.0,775.0,955,5543.0,643.0,4900.0,450.0,65.0,4840.0,188.0,0.0
1876,2014,17031200200,1818.0,1043.0,775.0,955,5543.0,643.0,4900.0,450.0,65.0,4840.0,188.0,0.0
1877,2015,17031200200,1818.0,1043.0,775.0,955,5543.0,643.0,4900.0,450.0,65.0,4840.0,188.0,0.0
1878,2016,17031200200,1818.0,1043.0,775.0,955,5543.0,643.0,4900.0,450.0,65.0,4840.0,188.0,0.0
1879,2017,17031200200,1818.0,1043.0,775.0,955,5543.0,643.0,4900.0,450.0,65.0,4840.0,188.0,0.0
1880,2010,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
1881,2011,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
1882,2012,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
1883,2013,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
1884,2014,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
1885,2015,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
1886,2016,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
1887,2017,17031200300,672.0,271.0,401.0,817,2034.0,769.0,1265.0,241.0,0.0,1766.0,17.0,10.0
1888,2010,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
1889,2011,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
1890,2012,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
1891,2013,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
1892,2014,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
1893,2015,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
1894,2016,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
1895,2017,17031200401,1111.0,410.0,701.0,1075,3935.0,712.0,3223.0,371.0,0.0,3518.0,46.0,0.0
1896,2010,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
1897,2011,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
1898,2012,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
1899,2013,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
1900,2014,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
1901,2015,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
1902,2016,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
1903,2017,17031200402,1396.0,793.0,603.0,801,3943.0,726.0,3217.0,126.0,32.0,3706.0,14.0,65.0
1904,2010,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
1905,2011,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
1906,2012,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
1907,2013,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
1908,2014,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
1909,2015,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
1910,2016,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
1911,2017,17031210100,1650.0,713.0,937.0,904,4424.0,491.0,3933.0,1565.0,168.0,2370.0,191.0,130.0
1912,2010,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
1913,2011,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
1914,2012,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
1915,2013,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
1916,2014,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
1917,2015,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
1918,2016,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
1919,2017,17031210400,1054.0,502.0,552.0,831,2707.0,398.0,2309.0,668.0,0.0,1804.0,130.0,105.0
1920,2010,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
1921,2011,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
1922,2012,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
1923,2013,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
1924,2014,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
1925,2015,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
1926,2016,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
1927,2017,17031210501,1510.0,904.0,606.0,850,4236.0,1186.0,3050.0,1021.0,57.0,2982.0,141.0,35.0
1928,2010,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
1929,2011,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
1930,2012,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
1931,2013,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
1932,2014,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
1933,2015,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
1934,2016,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
1935,2017,17031210502,1687.0,870.0,817.0,848,5076.0,954.0,4122.0,1212.0,26.0,3838.0,0.0,0.0
1936,2010,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
1937,2011,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
1938,2012,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
1939,2013,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
1940,2014,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
1941,2015,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
1942,2016,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
1943,2017,17031210601,1073.0,588.0,485.0,938,3175.0,384.0,2791.0,811.0,0.0,2144.0,197.0,23.0
1944,2010,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
1945,2011,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
1946,2012,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
1947,2013,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
1948,2014,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
1949,2015,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
1950,2016,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
1951,2017,17031210602,1801.0,955.0,846.0,929,5022.0,693.0,4329.0,862.0,397.0,3658.0,48.0,57.0
1952,2010,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
1953,2011,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
1954,2012,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
1955,2013,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
1956,2014,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
1957,2015,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
1958,2016,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
1959,2017,17031210700,1797.0,930.0,867.0,931,4330.0,658.0,3672.0,1414.0,228.0,2635.0,12.0,41.0
1960,2010,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
1961,2011,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
1962,2012,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
1963,2013,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
1964,2014,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
1965,2015,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
1966,2016,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
1967,2017,17031210800,476.0,257.0,219.0,963,1297.0,428.0,869.0,407.0,10.0,874.0,0.0,6.0
1968,2010,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
1969,2011,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
1970,2012,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
1971,2013,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
1972,2014,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
1973,2015,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
1974,2016,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
1975,2017,17031210900,1321.0,519.0,802.0,883,2763.0,304.0,2459.0,1001.0,66.0,1486.0,80.0,130.0
1976,2010,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
1977,2011,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
1978,2012,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
1979,2013,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
1980,2014,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
1981,2015,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
1982,2016,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
1983,2017,17031220300,1058.0,507.0,551.0,955,2676.0,527.0,2149.0,1615.0,83.0,900.0,45.0,33.0
1984,2010,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
1985,2011,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
1986,2012,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
1987,2013,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
1988,2014,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
1989,2015,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
1990,2016,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
1991,2017,17031220400,1281.0,716.0,565.0,1099,2501.0,385.0,2116.0,1204.0,129.0,1006.0,126.0,36.0
1992,2010,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
1993,2011,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
1994,2012,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
1995,2013,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
1996,2014,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
1997,2015,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
1998,2016,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
1999,2017,17031220500,1301.0,770.0,531.0,1081,2845.0,489.0,2356.0,1568.0,146.0,926.0,172.0,33.0
2000,2010,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
2001,2011,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
2002,2012,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
2003,2013,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
2004,2014,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
2005,2015,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
2006,2016,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
2007,2017,17031220601,808.0,446.0,362.0,698,1940.0,365.0,1575.0,569.0,126.0,1096.0,138.0,11.0
2008,2010,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
2009,2011,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
2010,2012,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
2011,2013,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
2012,2014,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
2013,2015,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
2014,2016,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
2015,2017,17031220602,2742.0,1694.0,1048.0,779,5111.0,1308.0,3803.0,2098.0,537.0,1972.0,415.0,89.0
2016,2010,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
2017,2011,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
2018,2012,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
2019,2013,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
2020,2014,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
2021,2015,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
2022,2016,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
2023,2017,17031220701,1292.0,819.0,473.0,852,3791.0,974.0,2817.0,730.0,277.0,2724.0,60.0,0.0
2024,2010,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
2025,2011,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
2026,2012,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
2027,2013,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
2028,2014,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
2029,2015,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
2030,2016,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
2031,2017,17031220702,1545.0,816.0,729.0,925,3436.0,670.0,2766.0,800.0,163.0,2354.0,78.0,41.0
2032,2010,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
2033,2011,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
2034,2012,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
2035,2013,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
2036,2014,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
2037,2015,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
2038,2016,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
2039,2017,17031220901,1223.0,839.0,384.0,852,2920.0,555.0,2365.0,306.0,311.0,2198.0,47.0,58.0
2040,2010,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
2041,2011,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
2042,2012,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
2043,2013,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
2044,2014,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
2045,2015,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
2046,2016,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
2047,2017,17031220902,1138.0,749.0,389.0,881,3174.0,828.0,2346.0,478.0,516.0,2127.0,33.0,20.0
2048,2010,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
2049,2011,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
2050,2012,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
2051,2013,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
2052,2014,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
2053,2015,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
2054,2016,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
2055,2017,17031221000,1152.0,598.0,554.0,948,3021.0,937.0,2084.0,480.0,345.0,2157.0,39.0,0.0
2056,2010,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
2057,2011,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
2058,2012,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
2059,2013,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
2060,2014,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
2061,2015,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
2062,2016,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
2063,2017,17031221100,2180.0,1616.0,564.0,899,5670.0,1684.0,3986.0,1687.0,588.0,3080.0,65.0,250.0
2064,2010,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
2065,2011,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
2066,2012,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
2067,2013,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
2068,2014,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
2069,2015,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
2070,2016,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
2071,2017,17031221200,1196.0,535.0,661.0,998,2124.0,325.0,1799.0,1115.0,121.0,785.0,24.0,79.0
2072,2010,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
2073,2011,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
2074,2012,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
2075,2013,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
2076,2014,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
2077,2015,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
2078,2016,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
2079,2017,17031221300,1431.0,1008.0,423.0,806,2835.0,695.0,2140.0,1073.0,107.0,1520.0,98.0,37.0
2080,2010,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
2081,2011,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
2082,2012,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
2083,2013,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
2084,2014,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
2085,2015,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
2086,2016,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
2087,2017,17031221400,1266.0,827.0,439.0,1064,2928.0,685.0,2243.0,606.0,81.0,2203.0,38.0,0.0
2088,2010,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
2089,2011,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
2090,2012,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
2091,2013,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
2092,2014,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
2093,2015,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
2094,2016,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
2095,2017,17031221500,1542.0,1115.0,427.0,821,3036.0,519.0,2517.0,1185.0,106.0,1538.0,127.0,80.0
2096,2010,17031221600,1522.0,817.0,705.0,1131,2692.0,369.0,2323.0,1793.0,5.0,677.0,129.0,88.0
2097,2011,17031221600,1522.0,817.0,705.0,1131,2692.0,369.0,2323.0,1793.0,5.0,677.0,129.0,88.0
2098,2012,17031221600,1522.0,817.0,705.0,1131,2692.0,369.0,2323.0,1793.0,5.0,677.0,129.0,88.0
2099,2013,17031221600,1522.0,817.0,705.0,1131,2692.0,369.0,2323.0,1793.0,5.0,677.0,129.0,88.0
