,year,tract,housing_units_total,housing_units_rental,housing_units_other,median_rent,population_total,population_poverty_below,population_poverty_above,population_race_white,population_race_black,population_race_latinx,population_race_asian,population_race_other
0,2010,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
1,2011,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
2,2012,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
3,2013,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
4,2014,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
5,2015,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
6,2016,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
7,2017,17031010100,2670.0,1987.0,683.0,729,5303.0,1554.0,3749.0,1188.0,2642.0,649.0,541.0,283.0
8,2010,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
9,2011,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
10,2012,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
11,2013,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
12,2014,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
13,2015,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
14,2016,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
15,2017,17031010201,2973.0,1761.0,1212.0,855,5924.0,1795.0,4129.0,1437.0,2763.0,1335.0,300.0,89.0
16,2010,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
17,2011,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
18,2012,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
19,2013,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
20,2014,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
21,2015,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
22,2016,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
23,2017,17031010202,1295.0,899.0,396.0,832,2981.0,677.0,2304.0,969.0,1087.0,679.0,61.0,185.0
24,2010,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
25,2011,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
26,2012,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
27,2013,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
28,2014,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
29,2015,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
30,2016,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
31,2017,17031010300,3295.0,1970.0,1325.0,859,6475.0,1392.0,5083.0,3037.0,1366.0,1588.0,391.0,93.0
32,2010,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
33,2011,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
34,2012,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
35,2013,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
36,2014,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
37,2015,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
38,2016,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
39,2017,17031010400,2375.0,1488.0,887.0,837,4651.0,846.0,3805.0,2749.0,646.0,661.0,427.0,168.0
40,2010,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
41,2011,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
42,2012,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
43,2013,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
44,2014,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
45,2015,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
46,2016,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
47,2017,17031010501,2561.0,2004.0,557.0,740,4138.0,1270.0,2868.0,1564.0,2048.0,215.0,248.0,63.0
48,2010,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
49,2011,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
50,2012,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
51,2013,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
52,2014,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
53,2015,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
54,2016,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
55,2017,17031010502,1957.0,1476.0,481.0,759,3294.0,1239.0,2055.0,1721.0,578.0,466.0,308.0,221.0
56,2010,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
57,2011,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
58,2012,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
59,2013,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
60,2014,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
61,2015,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
62,2016,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
63,2017,17031010503,1245.0,975.0,270.0,709,1778.0,679.0,1099.0,1213.0,287.0,156.0,94.0,28.0
64,2010,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
65,2011,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
66,2012,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
67,2013,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
68,2014,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
69,2015,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
70,2016,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
71,2017,17031010600,3299.0,1954.0,1345.0,845,6563.0,1765.0,4798.0,2394.0,1673.0,1861.0,346.0,289.0
72,2010,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
73,2011,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
74,2012,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
75,2013,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
76,2014,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
77,2015,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
78,2016,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
79,2017,17031010701,1647.0,767.0,880.0,853,3734.0,493.0,3241.0,1570.0,542.0,1427.0,65.0,130.0
80,2010,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
81,2011,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
82,2012,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
83,2013,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
84,2014,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
85,2015,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
86,2016,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
87,2017,17031010702,2258.0,1689.0,569.0,830,5514.0,1423.0,4091.0,1345.0,1121.0,2901.0,75.0,72.0
88,2010,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
89,2011,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
90,2012,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
91,2013,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
92,2014,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
93,2015,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
94,2016,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
95,2017,17031020100,1570.0,787.0,783.0,952,3541.0,825.0,2716.0,1327.0,1021.0,665.0,528.0,0.0
96,2010,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
97,2011,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
98,2012,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
99,2013,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
100,2014,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
101,2015,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
102,2016,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
103,2017,17031020200,2116.0,384.0,1732.0,956,6773.0,921.0,5852.0,3821.0,1022.0,385.0,1480.0,65.0
104,2010,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
105,2011,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
106,2012,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
107,2013,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
108,2014,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
109,2015,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
110,2016,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
111,2017,17031020301,2141.0,389.0,1752.0,792,4470.0,487.0,3983.0,3529.0,146.0,464.0,290.0,41.0
112,2010,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
113,2011,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
114,2012,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
115,2013,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
116,2014,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
117,2015,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
118,2016,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
119,2017,17031020302,1795.0,724.0,1071.0,1063,4605.0,576.0,4029.0,2957.0,413.0,554.0,480.0,201.0
120,2010,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
121,2011,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
122,2012,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
123,2013,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
124,2014,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
125,2015,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
126,2016,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
127,2017,17031020400,1779.0,871.0,908.0,944,3835.0,384.0,3451.0,2290.0,373.0,387.0,645.0,140.0
128,2010,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
129,2011,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
130,2012,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
131,2013,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
132,2014,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
133,2015,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
134,2016,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
135,2017,17031020500,2293.0,1319.0,974.0,902,5750.0,1426.0,4324.0,1084.0,813.0,1788.0,1651.0,414.0
136,2010,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
137,2011,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
138,2012,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
139,2013,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
140,2014,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
141,2015,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
142,2016,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
143,2017,17031020601,2219.0,1231.0,988.0,942,6035.0,1973.0,4062.0,2856.0,391.0,1508.0,1049.0,231.0
144,2010,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
145,2011,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
146,2012,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
147,2013,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
148,2014,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
149,2015,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
150,2016,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
151,2017,17031020602,1516.0,814.0,702.0,955,4407.0,317.0,4090.0,1395.0,298.0,1584.0,1078.0,52.0
152,2010,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
153,2011,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
154,2012,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
155,2013,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
156,2014,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
157,2015,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
158,2016,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
159,2017,17031020701,654.0,229.0,425.0,1285,1928.0,472.0,1456.0,1030.0,113.0,321.0,427.0,37.0
160,2010,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
161,2011,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
162,2012,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
163,2013,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
164,2014,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
165,2015,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
166,2016,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
167,2017,17031020702,2545.0,1369.0,1176.0,939,7285.0,976.0,6309.0,3266.0,345.0,875.0,2751.0,48.0
168,2010,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
169,2011,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
170,2012,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
171,2013,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
172,2014,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
173,2015,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
174,2016,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
175,2017,17031020801,2158.0,1091.0,1067.0,866,5841.0,1133.0,4708.0,2452.0,187.0,2000.0,1157.0,45.0
176,2010,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
177,2011,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
178,2012,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
179,2013,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
180,2014,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
181,2015,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
182,2016,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
183,2017,17031020802,2455.0,1336.0,1119.0,928,6746.0,1167.0,5579.0,1966.0,793.0,1734.0,1923.0,330.0
184,2010,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
185,2011,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
186,2012,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
187,2013,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
188,2014,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
189,2015,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
190,2016,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
191,2017,17031020901,2295.0,1282.0,1013.0,947,6380.0,1193.0,5187.0,1227.0,785.0,2392.0,1711.0,265.0
192,2010,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
193,2011,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
194,2012,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
195,2013,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
196,2014,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
197,2015,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
198,2016,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
199,2017,17031020902,1668.0,650.0,1018.0,813,4473.0,751.0,3722.0,1957.0,650.0,764.0,1071.0,31.0
200,2010,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
201,2011,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
202,2012,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
203,2013,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
204,2014,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
205,2015,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
206,2016,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
207,2017,17031030101,2542.0,1456.0,1086.0,766,3795.0,827.0,2968.0,1521.0,861.0,796.0,553.0,64.0
208,2010,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
209,2011,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
210,2012,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
211,2013,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
212,2014,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
213,2015,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
214,2016,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
215,2017,17031030102,2042.0,1156.0,886.0,725,3190.0,775.0,2415.0,1540.0,733.0,311.0,470.0,136.0
216,2010,17031030103,1192.0,841.0,351.0,709,1632.0,707.0,925.0,758.0,420.0,134.0,212.0,108.0
217,2011,17031030103,1192.0,841.0,351.0,709,1632.0,707.0,925.0,758.0,420.0,134.0,212.0,108.0
218,2012,17031030103,1192.0,841.0,351.0,709,1632.0,707.0,925.0,758.0,420.0,134.0,212.0,108.0
219,2013,17031030103,1192.0,841.0,351.0,709,1632.0,707.0,925.0,758.0,420.0,134.0,212.0,108.0
220,2014,17031030103,1192.0,841.0,351.0,709,1632.0,707.0,925.0,758.0,420.0,134.0,212.0,108.0
221,2015,17031030103,1192.0,841.0,351.0,709,1632.0,707.0,925.0,758.0,420.0,134.0,212.0,108.0
